author,comment,rate,date
Aurore Obert,Gros point negatif : frais de ports quelque soit le montant du panier. Sinon il y a des ventes interessantes mais il faut aller TRÈS vite.,3,1485212400000
Kaam,Vraiment trop intrusif avec les notifications.,2,1487631600000
Vanessa Parziale,Mais pas toujours de bons produits,4,1488236400000
,De très bonnes affaires. Malheureusement j'hésite souvent à commander car les frais de ports sont chers et les délais de livraisons très longs.,3,1484694000000
L. Fefe,Zero problème,5,1486681200000
Mat Il,On ne peut pas supprimer un article du panier.,3,1486940400000
carole veyssiere,Incomplet La nouvelle version de l'application ne permet plus de faire des retours. Il faut se connecter via le site internet pour pouvoir le faire. Absolument pas pratique et délirant. Comment être à l'abri des retours et être obligée de passer par la plateforme téléphonique. Nul et re nul,2,1482706800000
C Menard,Bien sauf... Les frais de port et le délai de livraison parfois très très long. A améliorer sinon...,3,1484262000000
Aymen Boukhalfa,"Malheureusement les frais d'envoi son assez excessif et sont souvent les même peut importe le produit acheté, pour un produit que je paie moins cher chez vente privée avec la livraison en plus je pourrais l'acheté en commerce et éviter le délais de livraison qui est assez long. De bonne proposition mais le prix de la livraison est assez salé dommage.",3,1482361200000
christine Wtl,Depuis cette nouvelle mise à jour impossible d acheter dans les winter camps l achat express a disparu j avais l habitude de faire plaisir à toute la famille aujourd'hui c'est devenu impossible,1,1484694000000
Loic Bazin,"Oui, mais... Les réductions sont intéressantes, et les produits également. Mais le réel problème sont les frais de port. Pourquoi n'arrivez vous pas à vous aligner sur vos concurrents qui proposent du port à 2.90€ en point Relais ? Ou alors proposez un système d'abonnement premium à l'année qui nous éviterai cela. Ou tout simplement, vendez les produits plus chers en y incorporant une partie du port, ça nous donnera moins l'impression de se faire detrousser.",3,1483398000000
Jeremy Carrier,Il faut payer l'article dans le panier pour  voir d'autre ventes alors qu'on pourrait tranquillement regarder si on trouve pas un article mieux dans une autre vente,3,1484694000000
sylvie skotarek,"Bon site de vente. Tout y est. Vraiment des bons pourcentages de remise. seul bémol, les frais de livraison 😭",4,1484002800000
,Super les produits sont bien détaillées,5,1484780400000
,Epilateur plein de poils ?!? Frais de port trop cher ! Produits reçu longtemps apres !  et ils envoient des produits déjà utilisé : jai reçu un epilateur plein de poils !!! Beurk !!!! J'ai cru que j allais vomir !!!!!   Jai commande aussi un thermometre electrique qui ne marche pas !!! Retour immédiat !  C est exagéré !!!! En verite ils vendesnt de la poubelle !  Certes ces  produits sont de la marque mais des produits usés ramasses dans des boutiques parce qu ils avaient des defauts !  De GROS defauts !!!!,1,1483052400000
Sofyen Bensmaine,Excellent Tout fonctionne parfaitement !,5,1484348400000
,"Trop long pour les expéditions, il faut améliorer le délais",5,1484694000000
maurice ricemau,Je suis très satisfait,5,1485212400000
Emma DEVISMES,"Pffff effectivement, vraiment pourrie cette appli..... N'accepte pas mes identifiants.....Du grand n'importe quoi 😣",1,1484866800000
isa rib,Fonctionne très bien pour moi. Payement facile et sécurisé. Très pratique,5,1484694000000
Virginie Tchichatcheff,On n a plus le détail des produits ni les dates de livraison nul! !,2,1484694000000
Alexis Bourgeois,Parfait pour faire de très bonnes affaires,5,1484262000000
modeuz duloiret,Le pb c'est les frais d'envoi Peut mieux faire. J'ai un peu abandonné l'application pour la concurrence car les frais d'envoi sont beaucoup trop cher et multipliés en fonction du nombre de ventes dans notre panier. Vous pouvez forcément faire un effort là dessus! !,2,1482534000000
,"Frais de livraison trop cher (6,50 minimum en point relais), plus cher que les articles proposé très dommage. Je ne commande du coup jamais rien sur ce site.",2,1485039600000
Cecile Kmita,Niquel,4,1484694000000
Aicha Verhoeven,De belles affaires 😋😋,5,1484694000000
catherine HUBERT,Excellente application Facile pour la navigation ! On voit tout d'un coup d'œil et on navigue hyper facilement. Top !,4,1484694000000
antonio marine,Très bon site très intuitif,4,1484694000000
Sydney BRIAIS,Top comme application,5,1484694000000
,Très bon site !j'adore 😘,5,1484694000000
Ti Shynizz,Top Nickel de super bonnes affaires et niveau livraison jusque-là je n'ai pas à me plaindre,4,1484694000000
Blood S,"Problème d'ouverture de l'application Depuis ce jour, je me suis aperçu que je n'arrivais plus à ouvrir l'application. Je l'ai réinstallé, et toujours pas possible de l'ouvrir. Dès la demande de connection, l'application se ferme. Problème de passage à 2017 ??",2,1483398000000
,La dernière mise à jour est vraiment pourrie,2,1484953200000
Nathalie Joyeau,Vente privée Trop top,4,1484694000000
Chantal Marion,Bon site,4,1484694000000
,Rien à redire ça marche nickel sur mon samsung,5,1484694000000
Marwen ELNAWAM,Très bien merci.,5,1485039600000
Gulty02,"Bien pour certaines choses... Je recommande au niveau de la billetterie, ce genre de choses mais pas pour des produits  (biens), 3 commandes, 3 erreurs de leur part... je suis déçue personnellement.",2,1482966000000
Nicolas Pastor,"Genial Appli nickel pour ma part, je n ai jamais eu aucun probleme",5,1484694000000
Kouadio Sylvain Konan,Pas mal On peut encore mieux faire...,3,1484694000000
Steph Ane,Fonctionne bien,5,1484348400000
Crepuskull,"Super appli, très claire et fonctionnelle (5 commandes bien reçut)  Seulement les délais de livraison sont très long et c'est dommage !",4,1485212400000
Myriam Ange,Trop cher trop long Frais de port excessivement cher même pour les petits produits et avec des délais très long et peu respecté (souvent 1 mois) de plus il n'est plus possible de voir les produits en zoom alors à ce prix là mieux vaut attendre que la vente passe sur showroom les frais y sont 2 fois moins cher et les délais sont incomparables!,2,1483311600000
,bonne appli mais frais de livraison toujours payant et honereux  et toujours comparer avec cdiscount ou Amazon avant d'acheter  sinon bon service après vente,3,1484953200000
erwann rayssac,"Pas de soucis particulier Réactive , fait le travail. À voir dans le temps",4,1484348400000
claude durand,"Trop déçu En depit de panier dépassant plusieurs dizaines d'euros, des FDP sont régulièrement facturés. ...faites comme tous les autres sites marchands : à minima un port gratuit en relais dès 30 euros d'achats...sur certains produits la réduction est tellement réduite que les FDP rendent le produit plus cher...désormais uniquement showroomprive....",2,1482361200000
SKWALLITO8331 KOP,Depuis 10 ans... Utilisateur chevronné !,4,1482793200000
Kévin Tissandier,"Manque date previsionnelle 4 étoiles seulement car il faut passer commande pour avoir la date de livraison, c'est dommage de découvrir après paiement, on est un peu pris en otage...  :-/",4,1482188400000
Eric Dubois,"Très bien, mais uniquement pour les produits dématérialisés  (comme FREE 😊😉) Très bien pour les produits de services et beaucoup moins porte les autres, il faut souvent attendre des lustres pour recevoir sa commande, si elle ne se retrouve pas dans un point relais 😐 sans le savoir, perdu beaucoup d'argent dans des commandes arrivées dans les points relais, oui je ne peux aller pour cause handicap moteur !",4,1482188400000
,"A corriger !! On ne peut pas effectuer de demande de retour via l'application et je ne trouve ça pas normal. Je dois aller sur le site mais c'est le site mobile qui s'affiche et je ne peux toujours pas faire ma demande de retour. Avant on pouvait basculer sur le site classique,  maintenant je ne vois nulle part où cliquer pour le faire. C'est fatigant. Pouvez vous remédier à ça? ?",3,1482706800000
Aymen Boukhalfa,"Malheureusement les frais d'envoi son assez excessif et sont souvent les même peut importe le produit acheté, pour un produit que je paie moins cher chez vente privée avec la livraison en plus je pourrais l'acheté en commerce et éviter le délais de livraison qui est assez long. De bonne proposition mais le prix de la livraison est assez salé dommage.",3,1482361200000
Rosa Ait Amar,"moi pas comprendre... bon, je m inscris a des ventes pour etre sure d y accèder, et là à 7h pétante j'y suis!!!! waw la chance! mais je me rends compte qu à peine arrivée sur l ensemble des produits proposés ils ne reste quasi plus rien??? explication? ou7 jme fais vraiment vieille en 30 sec des dizaines voir des centaines de personnes sont passées devant moi. bref, moi pas comprendre...",1,1482015600000
Aurore Lesieur,J'adore ! Aucun soucis depuis des années,5,1482447600000
PHILIPPE SOL,Très bonne application SUPER NE BUG PLUS C'EST POUR ÇA QUE J'AI MIS 5*  et est plus rapide qu'avant  n'oubliez pas que c'est dépendant du réseau bien entendu sinon au top bravo.que ça dure.,5,1482188400000
vincent harivel,"Super Service client, produits et livraison au top!!! Merci continuer comme ca...",5,1482534000000
jing zhu,"Plutôt bien mais Cette App est de plus en plus jolie mais je n'arrive plus modifier les adresses dans le carnet. Le bouton ""valider"" disparais une fois on rentre les nouvelles informations..",3,1482102000000
Julie Dewulf,"dommage frais d'envoi assez honereux , livraison pas très rapide...",3,1482620400000
,Livraisons Date de livraison souvent non respecté.,2,1482879600000
polka polka marine,Trop cher,3,1482879600000
Karine brohan,Très bon site dommage que les frais de port soit élevés.,4,1483916400000
,"Expedition Délai de livraison très long, beaucoup trop long.",1,1482620400000
,Chacun est en droit de comparer les prix il semble qu.internet existe pour ma part pas de souci je suis prudent et le service est sans reproche.,4,1489705200000
Teresa Has,Nul Il fonctionne pas il dit que suis pas connecter au reseau alors que je suis en Wi-Fi !!!,1,1483916400000
Nathalie Evra,Frais de port trop excessif mais bon produit,1,1483743600000
Nathalie Elle,"Bugg depuis quelques temps Tout serait parfait si l'appli ne buggait pas au niveau des photos : quand je clique sur les photos proposées pour voir le produit en grand, l'écran reste blanc, la photo ne s'affiche pas ! Donc difficile de faire un choix sur un produit qu'on ne voit qu'en tout petit, sur les photos miniatures. Bugg à corriger s'il vous plaît !",2,1482102000000
le Meteore,Peu mieu faire Des frais d'envoi toujours trop élevé par rapport a la concurrence dommage!,3,1482274800000
Neo Games,Première commande Achat drone parrot 199€ livraison garantie 72h. Finalement rien reçu et pas de stock alors que ma carte est bien débité.  Remboursement dans 15j voir un 1 mois.  Et donc plus d'argent pour le kdo de mon fils qui n'arrivera jamais . A FUIR noel bousiller.,1,1482102000000
El Pepito97117,Maintenant le suivi des commandes est moins évident que sur l'ancienne version,2,1482706800000
charlene wawrin,Ce prix pour la livraison..sérieux ???!! Livraison coûteuse qui m'a souvent rebuté pour l'achat de petit objets souvent moins chers à l'unité que la livraison elle même...,3,1482706800000
Jean-Yves Leduc,Bugs de l'appli incessants. Prix parfois interessants mais frais de livraison exhorbitants pour des delais de livraison de près d'un mois pour la majorité des produits. Aucun intérêt pour l'appli comme pour l'enseigne.,1,1494885600000
,Certainement des bonnes affaires mais... Il y a de bonnes affaires mais par contre pour les vêtements c'est la galère ! Il n'y a pas les tailles et je galère à le savoir et jusqu'à aujourd'hui je n'ai tjr pas trouvé comment on le faisait ... dommage ...,3,1482793200000
Dahbia Brahimi,"Ça donne réflexion !! Frais de transport très élevés, ça donne pas envie des fois d'acheter,en plus la livraison est très très lente, des fois un mois pour être livré.. Dommage :((",3,1483398000000
moutemoute moutemoute,J'adore c'est plein de bons plans,5,1492552800000
Marie-Madeleine TRAZERES,Frais de port excessif,3,1483311600000
Nicolas Peplawski,Top,5,1500069600000
Famille PIMOUSSE,Super application Elle permet de ne pas retaper le mot de passe et l'identifiant sans cesse et on voit très bien sur tablette.,5,1482447600000
,"Stable,  professionnel et intuitif Paiement sécurisé, ergonomie parfaite et sans chichi. Suivi livraison au top ! J'ai commandé plusieurs fois sans souci majeur. Réponses professionnelles. Mais il ne semble pas y avoir de programme de fidélité ou de récompense. Dommage ! Autre évolution nécessaire la modularité des frais de livraison et ou le regroupement des livraisons",4,1484089200000
